geneid,probe,score,numerator,denominator,fold-change,qval,gds,type
g8778,1568644_at,0.913,17.033,18.66,1.716,61.785,4135,up
g30467,221183_at,0.913,12.008,13.157,2.011,61.785,4135,up
g43884,234634_at,0.913,18.158,19.896,1.629,61.785,4135,up
g21034,211712_s_at,0.913,9.133,10.008,1.677,61.785,4135,up
g18173,208757_at,0.913,51.892,56.864,1.353,61.785,4135,up
g17906,208487_at,0.913,17.908,19.624,1.908,61.785,4135,up
g10665,201216_at,0.913,41.675,45.669,1.286,61.785,4135,up
g7849,1565347_s_at,0.913,39.458,43.241,5.475,61.785,4135,up
g52716,243466_at,0.913,84.867,93.003,2.035,61.785,4135,up
g3795,1557659_a_at,0.912,36.3,39.781,1.725,61.785,4135,up
g28299,219014_at,0.912,19.383,21.244,1.622,61.785,4135,up
g1847,1554805_at,0.912,18.633,20.422,1.431,61.785,4135,up
g25154,215860_at,0.912,22.458,24.616,1.307,61.785,4135,up
g24335,215040_at,0.912,54.267,59.48,1.358,61.785,4135,up
g46361,237111_at,0.912,10.35,11.346,1.99,61.785,4135,up
g14378,204930_s_at,0.912,17.892,19.613,1.625,61.785,4135,up
g44058,234808_x_at,0.912,10.542,11.557,2.492,61.785,4135,up
g4577,1559063_at,0.912,28.642,31.403,1.293,61.785,4135,up
g29355,220070_at,0.912,28.5,31.249,1.498,61.785,4135,up
g7517,1564204_at,0.912,32.525,35.666,1.479,61.785,4135,up
g32748,223470_at,0.912,43.75,47.981,1.621,61.785,4135,up
g43336,234085_at,0.912,22.742,24.944,1.788,61.785,4135,up
g48353,239103_at,0.912,18.483,20.274,1.672,61.785,4135,up
g35289,226032_at,0.912,28.05,30.768,1.177,61.785,4135,up
g43153,233902_at,0.912,29.6,32.469,1.584,61.785,4135,up
g37713,228458_at,0.912,17.825,19.553,1.399,61.785,4135,up
g3879,1557772_at,0.912,7.958,8.73,1.751,61.785,4135,up
g29949,220664_at,0.912,7.15,7.844,1.77,61.785,4135,up
g45958,236708_at,0.912,86.15,94.514,1.678,61.785,4135,up
g40459,231204_at,0.911,16.558,18.166,1.4,61.785,4135,up
g47924,238674_at,0.911,16.925,18.569,1.613,61.785,4135,up
g8170,1566147_a_at,0.911,23.575,25.867,1.45,61.785,4135,up
g9180,1569372_at,0.911,2.567,2.817,1.586,61.785,4135,up
g32919,223642_at,0.911,44.567,48.913,1.318,61.785,4135,up
g53819,244568_at,0.911,16.258,17.845,1.668,61.785,4135,up
g49035,239785_at,0.911,29.325,32.187,1.479,61.785,4135,up
g38573,229318_at,0.911,18.692,20.517,1.337,61.785,4135,up
g33811,224551_s_at,0.911,23.367,25.65,1.865,61.785,4135,up
g47266,238016_s_at,0.911,31.108,34.154,1.763,61.785,4135,up
g8244,1566302_at,0.911,8.458,9.287,1.425,61.785,4135,up
g13018,203570_at,0.911,13.808,15.162,2.136,61.785,4135,up
g5615,1560887_a_at,0.911,39.017,42.842,1.561,61.785,4135,up
g23821,214521_at,0.911,21.9,24.049,1.693,61.785,4135,up
g47028,237778_at,0.911,30.225,33.191,1.568,61.785,4135,up
g8711,1567861_at,0.911,6.517,7.157,1.653,61.785,4135,up
g52892,243642_x_at,0.911,30.775,33.799,1.27,61.785,4135,up
g26240,216949_s_at,0.91,22.092,24.264,2.293,61.785,4135,up
g25569,216276_s_at,0.91,14.875,16.338,1.681,61.785,4135,up
g9919,1570624_at,0.91,23.017,25.281,1.564,61.785,4135,up
g8688,1567628_at,0.91,24.783,27.221,1.319,61.785,4135,up
g5073,1559940_s_at,0.91,29.375,32.268,1.668,61.785,4135,up
g53777,244526_at,0.91,13.192,14.491,2.858,61.785,4135,up
g20010,210624_s_at,0.91,19.7,21.642,1.158,61.785,4135,up
g49252,240002_at,0.91,13.342,14.659,1.804,61.785,4135,up
g49419,240169_at,0.91,36.275,39.86,1.46,61.785,4135,up
g4607,1559117_at,0.91,22.7,24.945,1.518,61.785,4135,up
g46271,237021_at,0.91,11.758,12.922,1.601,61.785,4135,up
g26037,216746_at,0.91,18.092,19.886,1.523,61.785,4135,up
g42728,233476_at,0.91,49.375,54.279,1.29,61.785,4135,up
g11188,201739_at,0.91,161.017,177.016,1.413,61.785,4135,up
g3479,1557169_x_at,0.91,6.908,7.595,3.159,61.785,4135,up
g47046,237796_at,0.91,12.058,13.257,4.027,61.785,4135,up
g31229,221948_s_at,0.91,15.767,17.335,1.788,61.785,4135,up
g14734,205286_at,0.909,19.817,21.789,1.689,61.785,4135,up
g27823,218537_at,0.909,3.75,4.123,1.411,61.785,4135,up
g23700,214400_at,0.909,20.258,22.277,2.147,61.785,4135,up
g30201,220916_at,0.909,25.583,28.134,1.86,61.785,4135,up
g27869,218583_s_at,0.909,77.2,84.9,1.163,61.785,4135,up
g17294,207854_at,0.909,13.117,14.425,1.646,61.785,4135,up
g14915,205467_at,0.909,18.467,20.309,1.519,61.785,4135,up
g2997,1556420_s_at,0.909,33.883,37.267,1.216,61.785,4135,up
g46378,237128_at,0.909,19.6,21.558,1.252,61.785,4135,up
g20189,210808_s_at,0.909,16.15,17.764,1.488,61.785,4135,up
g12563,203113_s_at,0.909,108.775,119.65,1.287,61.785,4135,up
g13081,203633_at,0.909,28.342,31.175,1.441,61.785,4135,up
g14651,205203_at,0.909,11.508,12.659,1.376,61.785,4135,up
g12456,203006_at,0.909,105.933,116.527,1.277,61.785,4135,up
g10031,200089_s_at,0.909,290.783,319.882,1.397,61.785,4135,up
g2112,1555166_a_at,0.909,13.55,14.906,1.996,61.785,4135,up
g21370,212063_at,0.909,19.25,21.177,1.54,61.785,4135,up
g52321,243071_at,0.909,43.058,47.371,1.627,61.785,4135,up
g42291,233037_at,0.909,90.967,100.08,1.397,61.785,4135,up
g17742,208317_at,0.909,8.508,9.363,1.739,61.785,4135,up
g18227,208811_s_at,0.909,39.433,43.397,1.368,61.785,4135,up
g5057,1559916_a_at,0.909,56.708,62.41,1.474,61.785,4135,up
g31226,221945_at,0.909,23.158,25.487,1.334,61.785,4135,up
g26780,217494_s_at,0.909,33.642,37.025,2.774,61.785,4135,up
g34859,225601_at,0.909,30.758,33.853,1.407,61.785,4135,up
g17431,208000_at,0.909,19.783,21.776,1.71,61.785,4135,up
g39587,230332_at,0.908,42.608,46.903,1.174,61.785,4135,up
g3792,1557656_at,0.908,21.667,23.852,1.505,61.785,4135,up
g45665,236415_at,0.908,16.242,17.88,1.941,61.785,4135,up
g52977,243727_at,0.908,16.017,17.633,2.027,61.785,4135,up
g44915,235665_at,0.908,20.483,22.551,1.637,61.785,4135,up
g1869,1554833_at,0.908,18.025,19.845,2.349,61.785,4135,up
g25189,215895_x_at,0.908,35.45,39.031,1.528,61.785,4135,up
g48020,238770_at,0.908,4.108,4.523,1.749,61.785,4135,up
g8770,1568633_a_at,0.908,15.258,16.803,1.514,61.785,4135,up
g306,1552686_at,0.908,17.467,19.235,1.665,61.785,4135,up
g26192,216901_s_at,0.908,12.517,13.784,1.715,61.785,4135,up
g33685,224422_x_at,0.908,21.325,23.485,1.489,61.785,4135,up
g7293,1563621_at,0.908,49.842,54.893,1.453,61.785,4135,up
g6077,1561529_at,0.908,17.925,19.743,1.471,61.785,4135,up
g36274,227018_at,0.908,18.425,20.294,1.64,61.785,4135,up
g7449,1564029_at,0.908,19.558,21.543,1.855,61.785,4135,up
g27972,218687_s_at,0.908,24.392,26.87,1.42,61.785,4135,up
g2623,1555853_at,0.908,35.3,38.891,1.64,61.785,4135,up
g15916,206469_x_at,0.908,31.808,35.045,1.452,61.785,4135,up
g13209,203761_at,0.908,24.558,27.058,1.28,61.785,4135,up
g17932,208513_at,0.908,10.967,12.083,2.061,61.785,4135,up
g18816,209402_s_at,0.908,28.858,31.797,1.584,61.785,4135,up
g43877,234627_at,0.908,4.675,5.151,1.469,61.785,4135,up
g6796,1562754_at,0.908,9.767,10.761,1.595,61.785,4135,up
g23269,213969_x_at,0.908,111.267,122.603,1.353,61.785,4135,up
g39041,229786_at,0.907,37.483,41.306,1.252,61.785,4135,up
g8316,1566512_at,0.907,33.042,36.412,1.291,61.785,4135,up
g15892,206445_s_at,0.907,14.6,16.091,1.658,61.785,4135,up
g13525,204077_x_at,0.907,33.925,37.39,1.353,61.785,4135,up
g42596,233343_at,0.907,24.092,26.553,1.681,61.785,4135,up
g8850,1568781_at,0.907,14.142,15.587,1.316,61.785,4135,up
g8397,1566696_at,0.907,21.808,24.038,1.401,61.785,4135,up
g3013,1556445_at,0.907,18.625,20.534,3.732,61.785,4135,up
g44390,235140_at,0.907,30.408,33.529,1.44,61.785,4135,up
g36135,226879_at,0.907,29.025,32.004,1.754,61.785,4135,up
g29397,220112_at,0.907,17.058,18.81,1.348,61.785,4135,up
g40864,231609_at,0.907,27.292,30.094,1.455,61.785,4135,up
g36875,227620_at,0.907,73.925,81.525,1.476,61.785,4135,up
g14456,205008_s_at,0.907,26.867,29.629,1.384,61.785,4135,up
g33742,224480_s_at,0.907,22.583,24.907,1.368,61.785,4135,up
g42551,233298_at,0.907,18.117,19.981,2.394,61.785,4135,up
g28602,219317_at,0.907,12.375,13.651,1.418,61.785,4135,up
g5548,1560775_at,0.907,31.633,34.896,1.435,61.785,4135,up
g33,1552286_at,0.906,39.35,43.413,1.548,61.785,4135,up
g39422,230167_at,0.906,19.933,21.992,1.543,61.785,4135,up
g19663,210262_at,0.906,12.392,13.673,1.823,61.785,4135,up
g18930,209516_at,0.906,14.892,16.432,1.688,61.785,4135,up
g7943,1565694_at,0.906,29.267,32.294,1.594,61.785,4135,up
g41027,231772_x_at,0.906,9.742,10.749,1.611,61.785,4135,up
g53750,244499_at,0.906,16.6,18.317,1.62,61.785,4135,up
g16097,206650_at,0.906,12.917,14.254,1.449,61.785,4135,up
g44833,235583_at,0.906,9.708,10.714,1.495,61.785,4135,up
g36812,227557_at,0.906,14.358,15.846,2.213,61.785,4135,up
g51471,242221_at,0.906,15.483,17.09,1.73,61.785,4135,up
g43627,234376_at,0.906,19.175,21.166,3.443,61.785,4135,up
g47839,238589_s_at,0.906,78.367,86.506,1.361,61.785,4135,up
g6164,1561652_at,0.906,16.758,18.501,1.631,61.785,4135,up
g28487,219202_at,0.906,19.708,21.759,1.299,61.785,4135,up
g37381,228126_x_at,0.906,19.508,21.539,1.437,61.785,4135,up
g26431,217143_s_at,0.906,12.342,13.628,1.591,61.785,4135,up
g30516,221232_s_at,0.906,16.558,18.284,1.762,61.785,4135,up
g5544,1560771_at,0.905,13.992,15.452,1.362,61.785,4135,up
g18942,209528_s_at,0.905,21.542,23.793,1.407,61.785,4135,up
g114,1552411_at,0.905,56.3,62.185,1.446,61.785,4135,up
g24105,214808_at,0.905,49.3,54.463,1.667,61.785,4135,up
g53212,243962_at,0.905,23.3,25.74,1.379,61.785,4135,up
g40600,231345_s_at,0.905,19.392,21.424,2.089,61.785,4135,up
g52491,243241_at,0.905,14.617,16.149,1.938,61.785,4135,up
g47007,237757_at,0.905,13.008,14.373,2.08,61.785,4135,up
g9221,1569443_s_at,0.905,8.692,9.604,1.578,61.785,4135,up
g2390,1555523_a_at,0.905,32.858,36.307,1.379,61.785,4135,up
g18573,209158_s_at,0.905,23.408,25.869,1.374,61.785,4135,up
g38530,229275_at,0.905,7.808,8.629,1.777,61.785,4135,up
g2985,1556402_at,0.905,99.492,109.968,1.922,61.785,4135,up
g28612,219327_s_at,0.905,26.625,29.434,1.481,61.785,4135,up
g9026,1569091_at,0.905,78.567,86.856,1.371,61.785,4135,up
g17275,207835_at,0.904,39.708,43.901,1.454,61.785,4135,up
g33347,224072_s_at,0.904,16.225,17.938,3.054,61.785,4135,up
g40974,231719_at,0.904,23.533,26.02,1.649,61.785,4135,up
g34320,225062_at,0.904,43.925,48.57,1.525,61.785,4135,up
g26185,216894_x_at,0.904,26.883,29.727,1.264,61.785,4135,up
g25343,216050_at,0.904,61.808,68.365,2.118,61.785,4135,up
g2761,1556058_s_at,0.904,10.642,11.771,3.289,61.785,4135,up
g11495,202046_s_at,0.904,14.267,15.782,1.323,61.785,4135,up
g25006,215712_s_at,0.904,18.075,19.997,1.591,61.785,4135,up
g52194,242944_at,0.904,23.625,26.137,1.786,61.785,4135,up
g33133,223856_at,0.904,23.742,26.268,1.781,61.785,4135,up
g24505,215210_s_at,0.904,24.758,27.393,1.257,61.785,4135,up
g29507,220222_at,0.904,13.708,15.167,2.277,61.785,4135,up
g40372,231117_at,0.904,25.542,28.261,1.357,61.785,4135,up
g25971,216680_s_at,0.904,29.267,32.385,1.47,61.785,4135,up
g45261,236011_at,0.904,15.65,17.318,1.473,61.785,4135,up
g10981,201532_at,0.904,27.558,30.495,1.635,61.785,4135,up
g41166,231911_at,0.904,198.525,219.692,1.493,61.785,4135,up
g43506,234255_at,0.904,22.85,25.288,1.284,61.785,4135,up
g42940,233688_at,0.904,11.417,12.635,1.682,61.785,4135,up
g31945,222665_at,0.904,29.067,32.169,1.239,61.785,4135,up
g32882,223605_at,0.904,146.692,162.351,1.466,61.785,4135,up
g28956,219671_at,0.904,74.142,82.058,1.447,61.785,4135,up
g324,1552715_a_at,0.904,12.208,13.512,1.531,61.785,4135,up
g5920,1561314_at,0.904,28.175,31.184,1.564,61.785,4135,up
g23671,214371_at,0.903,11.542,12.775,1.791,61.785,4135,up
g51617,242367_at,0.903,28.542,31.592,1.658,61.785,4135,up
g50257,241007_at,0.903,18.55,20.533,1.421,61.785,4135,up
g49848,240598_at,0.903,14.683,16.254,1.539,61.785,4135,up
g31137,221856_s_at,0.903,33.117,36.66,1.304,61.785,4135,up
g39063,229808_at,0.903,23.283,25.775,1.925,61.785,4135,up
g15491,206044_s_at,0.903,39.825,44.092,1.416,61.785,4135,up
g5391,1560506_at,0.903,17.742,19.643,1.7,61.785,4135,up
g8445,1566805_at,0.903,26.433,29.266,2.046,61.785,4135,up
g7149,1563316_at,0.903,17.875,19.791,1.278,61.785,4135,up
g25274,215981_at,0.903,4.433,4.909,1.796,61.785,4135,up
g8909,1568872_at,0.903,25.058,27.745,1.605,61.785,4135,up
g1009,1553636_at,0.903,2.3,2.547,1.73,61.785,4135,up
g13320,203872_at,0.903,13.35,14.783,1.695,61.785,4135,up
g29427,220142_at,0.903,45.45,50.328,1.802,61.785,4135,up
g49354,240104_at,0.903,19.967,22.111,1.649,61.785,4135,up
g3481,1557172_x_at,0.903,75.2,83.279,1.449,61.785,4135,up
g7282,1563596_at,0.903,33.425,37.02,1.447,61.785,4135,up
g15424,205976_at,0.903,12.092,13.393,1.464,61.785,4135,up
g21560,212253_x_at,0.903,13.65,15.121,1.584,61.785,4135,up
g22119,212813_at,0.903,112.983,125.162,1.22,61.785,4135,up
g23657,214357_at,0.903,33.175,36.755,1.497,61.785,4135,up
g30450,221166_at,0.902,17.317,19.188,2.296,61.785,4135,up
g724,1553264_a_at,0.902,33.208,36.797,1.444,61.785,4135,up
g50400,241150_at,0.902,30.617,33.927,1.697,61.785,4135,up
g16043,206596_s_at,0.902,12.4,13.742,1.86,61.785,4135,up
g1161,1553860_at,0.902,7.642,8.469,1.789,61.785,4135,up
g18397,208982_at,0.902,119.033,131.931,1.309,61.785,4135,up
g8779,1568646_x_at,0.902,18.033,19.989,1.566,61.785,4135,up
g12478,203028_s_at,0.902,3.65,4.046,1.39,61.785,4135,up
g23487,214187_x_at,0.902,13.958,15.475,1.493,61.785,4135,up
g42103,232849_at,0.902,27.842,30.868,1.395,61.785,4135,up
g397,1552809_at,0.902,43.867,48.64,1.586,61.785,4135,up
g4690,1559270_at,0.902,19.417,21.53,4.71,61.785,4135,up
g47657,238407_at,0.902,56.683,62.858,1.684,61.785,4135,up
g23668,214368_at,0.902,24.658,27.346,1.39,61.785,4135,up
g51840,242590_at,0.902,25.667,28.465,1.338,61.785,4135,up
g38830,229575_at,0.902,23.283,25.823,1.689,61.785,4135,up
g53019,243769_at,0.902,15.667,17.376,2.093,61.785,4135,up
g19973,210585_s_at,0.902,13.225,14.668,2.074,61.785,4135,up
g34341,225083_at,0.902,104.008,115.36,1.427,61.785,4135,up
g51829,242579_at,0.902,55.583,61.652,1.377,61.785,4135,up
g10169,200720_s_at,0.901,14.992,16.63,1.421,61.785,4135,up
g46222,236972_at,0.901,18.208,20.199,1.651,61.785,4135,up
g24478,215183_at,0.901,34.717,38.513,1.613,61.785,4135,up
g52634,243384_at,0.901,23.092,25.618,1.772,61.785,4135,up
g8776,1568640_at,0.901,10.592,11.752,1.634,61.785,4135,up
g19719,210319_x_at,0.901,22.792,25.289,1.425,61.785,4135,up
g15158,205710_at,0.901,20.558,22.811,1.281,61.785,4135,up
g19659,210258_at,0.901,8.475,9.404,2.04,61.785,4135,up
g50780,241530_at,0.901,6.958,7.722,2.618,61.785,4135,up
g31411,222130_s_at,0.901,23.525,26.108,1.632,61.785,4135,up
g21769,212463_at,0.901,112.275,124.603,1.427,61.785,4135,up
g1249,1553986_at,0.901,36.858,40.906,1.391,61.785,4135,up
g3176,1556700_a_at,0.901,14.042,15.584,1.638,61.785,4135,up
g13847,204399_s_at,0.901,15,16.65,1.807,61.785,4135,up
g47097,237847_at,0.901,19.058,21.156,1.899,61.785,4135,up
g16191,206744_s_at,0.901,19.35,21.482,2.077,61.785,4135,up
g21388,212081_x_at,0.901,30.233,33.566,1.306,61.785,4135,up
g30631,221347_at,0.901,33.925,37.666,1.443,61.785,4135,up
g20665,211325_x_at,0.901,38.1,42.302,1.395,61.785,4135,up
g41337,232082_x_at,0.901,12.242,13.594,1.48,61.785,4135,up
g1280,1554029_a_at,0.9,15.633,17.362,1.986,61.785,4135,up
g29209,219924_s_at,0.9,15.117,16.79,1.878,61.785,4135,up
g25806,216514_at,0.9,15.733,17.476,1.344,61.785,4135,up
g37018,227763_at,0.9,11.167,12.403,1.822,61.785,4135,up
g46980,237730_at,0.9,21.283,23.641,1.759,61.785,4135,up
g43828,234578_at,0.9,460.033,511.02,1.575,61.785,4135,up
g46780,237530_at,0.9,36.5,40.547,1.278,61.785,4135,up
g46218,236968_at,0.9,14.125,15.691,2.962,61.785,4135,up
g15495,206048_at,0.9,28.75,31.939,1.392,61.785,4135,up
g9714,1570226_at,0.9,14.7,16.331,1.775,61.785,4135,up
g16832,207388_s_at,0.9,27.617,30.683,1.554,61.785,4135,up
g40358,231103_at,0.9,28.9,32.108,1.447,61.785,4135,up
g24573,215278_at,0.9,20,22.222,1.835,61.785,4135,up
g23070,213769_at,0.9,17.55,19.5,1.72,61.785,4135,up
g35429,226172_at,0.9,21.133,23.482,1.546,61.785,4135,up
g30460,221176_x_at,0.9,58.417,64.912,1.536,61.785,4135,up
g51764,242514_at,0.9,20.567,22.854,1.446,61.785,4135,up
g5498,1560705_at,0.9,18.208,20.234,1.446,61.785,4135,up
g21090,211771_s_at,0.9,12.75,14.169,1.612,61.785,4135,up
g27064,217778_at,0.9,22.317,24.802,1.256,61.785,4135,up
g51990,242740_at,0.9,54.85,60.958,1.736,61.785,4135,up
g23231,213931_at,0.9,83.525,92.83,1.277,61.785,4135,up
g18129,208713_at,0.9,34.325,38.151,1.173,61.785,4135,up
g3265,1556832_at,0.9,12.467,13.856,1.731,61.785,4135,up
g6410,1562099_at,0.9,18.783,20.878,1.534,61.785,4135,up
g6439,1562168_at,0.9,20.967,23.306,1.436,61.785,4135,up
g45596,236346_at,0.9,58.8,65.363,1.54,61.785,4135,up
g49830,240580_at,0.9,24.483,27.218,2.31,61.785,4135,up
g50391,241141_at,0.899,14.942,16.612,1.675,61.785,4135,up
g45071,235821_at,0.899,12.792,14.222,1.614,61.785,4135,up
g43805,234555_at,0.899,13.367,14.861,1.549,61.785,4135,up
g36769,227514_at,0.899,26.533,29.504,1.412,61.785,4135,up
g15817,206370_at,0.899,13.892,15.448,1.977,61.785,4135,up
g33479,224207_x_at,0.899,12.525,13.929,1.306,61.785,4135,up
g23894,214595_at,0.899,39.675,44.123,1.525,61.785,4135,up
g6904,1562916_at,0.899,19.5,21.69,1.693,61.785,4135,up
g27258,217972_at,0.899,38.35,42.66,1.241,61.785,4135,up
g53123,243873_at,0.899,15.117,16.816,2.417,61.785,4135,up
g6937,1562957_at,0.899,52.983,58.94,1.374,61.785,4135,up
g43754,234504_at,0.899,14.008,15.585,2.297,61.785,4135,up
g50398,241148_at,0.899,15.233,16.948,1.664,61.785,4135,up
g48137,238887_at,0.899,17.642,19.63,1.655,61.785,4135,up
g24975,215681_at,0.899,27.858,30.998,1.584,61.785,4135,up
g48650,239400_at,0.899,23.15,25.76,1.387,61.785,4135,up
g53680,244429_at,0.899,42.875,47.711,1.452,61.785,4135,up
g3948,1557866_at,0.899,25.633,28.525,1.525,61.785,4135,up
g43052,233801_s_at,0.899,28.542,31.763,1.639,61.785,4135,up
g29020,219735_s_at,0.899,19.375,21.561,1.436,61.785,4135,up
g19152,209743_s_at,0.899,15.033,16.73,1.933,61.785,4135,up
g3196,1556736_at,0.899,15.158,16.87,1.667,61.785,4135,up
g14856,205408_at,0.899,29.042,32.322,1.548,61.785,4135,up
g32698,223420_at,0.898,19.783,22.02,1.234,61.785,4135,up
g4076,1558152_at,0.898,19.108,21.269,1.372,61.785,4135,up
g23982,214685_at,0.898,24.167,26.903,1.583,61.785,4135,up
g41459,232204_at,0.898,41.917,46.668,2.129,61.785,4135,up
g37679,228424_at,0.898,33.792,37.623,1.557,61.785,4135,up
g48206,238956_at,0.898,22.733,25.312,1.814,61.785,4135,up
g10466,201017_at,0.898,20.617,22.955,1.205,61.785,4135,up
g11235,201786_s_at,0.898,81.292,90.513,1.11,61.785,4135,up
g52028,242778_at,0.898,68.975,76.803,1.512,61.785,4135,up
g50278,241028_at,0.898,17.133,19.079,1.941,61.785,4135,up
g6068,1561517_at,0.898,11.875,13.224,2.218,61.785,4135,up
g6879,1562880_at,0.898,15.808,17.605,1.5,61.785,4135,up
g14694,205246_at,0.898,10.5,11.694,1.834,61.785,4135,up
g15972,206525_at,0.898,17.75,19.769,1.371,61.785,4135,up
g5320,1560385_x_at,0.898,10.533,11.734,1.813,61.785,4135,up
g6926,1562942_at,0.898,11.325,12.617,1.418,61.785,4135,up
g22949,213648_at,0.898,24.85,27.688,1.221,61.785,4135,up
g3864,1557754_at,0.897,21.492,23.948,1.386,61.785,4135,up
g43119,233868_x_at,0.897,198.817,221.546,1.25,61.785,4135,up
g29517,220232_at,0.897,438.125,488.231,1.516,61.785,4135,up
g4300,1558603_at,0.897,19.317,21.527,1.705,61.785,4135,up
g13441,203993_x_at,0.897,2.883,3.213,1.452,61.785,4135,up
g35290,226033_at,0.897,32.342,36.045,1.253,61.785,4135,up
g36310,227054_at,0.897,30.033,33.478,1.621,61.785,4135,up
g254,1552617_a_at,0.897,23.658,26.373,1.445,61.785,4135,up
g34377,225119_at,0.897,11.617,12.95,1.456,61.785,4135,up
g13508,204060_s_at,0.897,32.667,36.418,1.339,61.785,4135,up
g31355,222074_at,0.897,14.925,16.639,1.495,61.785,4135,up
g46201,236951_at,0.897,67.217,74.943,1.53,61.785,4135,up
g3277,1556850_at,0.897,17.9,19.959,1.462,61.785,4135,up
g14245,204797_s_at,0.897,35.817,39.94,1.374,61.785,4135,up
g49906,240656_at,0.897,40.842,45.545,1.202,61.785,4135,up
g47565,238315_s_at,0.897,10.725,11.961,1.748,61.785,4135,up
g31277,221996_s_at,0.897,21.192,23.633,1.725,61.785,4135,up
g40642,231387_at,0.897,30.233,33.717,1.892,61.785,4135,up
g4160,1558340_at,0.897,27.592,30.772,1.666,61.785,4135,up
g31350,222069_s_at,0.897,5.308,5.92,1.88,61.785,4135,up
g18562,209147_s_at,0.897,39.458,44.009,1.376,61.785,4135,up
g14222,204774_at,0.897,142.875,159.355,1.573,61.785,4135,up
g1034,1553674_at,0.897,19.358,21.592,1.451,61.785,4135,up
g3039,1556480_a_at,0.897,9.258,10.327,1.773,61.785,4135,up
g1988,1554989_at,0.897,17.117,19.092,1.537,61.785,4135,up
g53236,243986_at,0.896,10.292,11.48,2.608,61.785,4135,up
g29347,220062_s_at,0.896,14.458,16.128,1.69,61.785,4135,up
g74,1552347_at,0.896,50.442,56.268,1.276,61.785,4135,up
g15838,206391_at,0.896,7.608,8.487,1.961,61.785,4135,up
g19610,210205_at,0.896,25.25,28.169,1.378,61.785,4135,up
g35666,226409_at,0.896,34.158,38.109,1.316,61.785,4135,up
g3567,1557316_at,0.896,40.192,44.841,1.815,61.785,4135,up
g25256,215963_x_at,0.896,234.217,261.315,1.354,61.785,4135,up
g42081,232827_at,0.896,15.958,17.806,1.749,61.785,4135,up
g22747,213445_at,0.896,26.667,29.755,1.559,61.785,4135,up
g51940,242690_at,0.896,9.183,10.247,2.855,61.785,4135,up
g20799,211469_s_at,0.896,17.825,19.89,1.662,61.785,4135,up
g45623,236373_at,0.896,21.358,23.834,1.493,61.785,4135,up
g1718,1554637_a_at,0.896,19.2,21.426,1.513,61.785,4135,up
g16126,206679_at,0.896,18.758,20.933,1.551,61.785,4135,up
g48968,239718_at,0.896,33.758,37.673,1.394,61.785,4135,up
g2335,1555445_at,0.896,10.8,12.053,2.017,61.785,4135,up
g24204,214908_s_at,0.896,7.45,8.314,1.621,61.785,4135,up
g1551,1554413_s_at,0.896,14.675,16.379,1.591,61.785,4135,up
g48350,239100_x_at,0.896,12.442,13.888,1.359,61.785,4135,up
g43280,234029_at,0.896,17.35,19.368,5.019,61.785,4135,up
g49306,240056_at,0.896,18.517,20.671,1.576,61.785,4135,up
g17696,208271_at,0.896,10.1,11.276,2.298,61.785,4135,up
g49638,240388_at,0.896,12.958,14.468,1.984,61.785,4135,up
g7766,1564822_at,0.896,23.742,26.508,1.454,61.785,4135,up
g801,1553369_at,0.896,8.008,8.942,2.075,61.785,4135,up
g46204,236954_at,0.895,28.567,31.902,1.508,61.785,4135,up
g30884,221601_s_at,0.895,15.817,17.666,1.63,61.785,4135,up
g32078,222798_at,0.895,35.225,39.343,1.49,61.785,4135,up
g40257,231002_s_at,0.895,24.475,27.337,1.303,61.785,4135,up
g4757,1559390_a_at,0.895,18.733,20.925,1.782,61.785,4135,up
g5971,1561389_at,0.895,23.708,26.484,1.404,61.785,4135,up
g42246,232992_at,0.895,17.283,19.308,1.619,61.785,4135,up
g16207,206760_s_at,0.895,7.475,8.351,1.965,61.785,4135,up
g12893,203445_s_at,0.895,86.458,96.589,1.199,61.785,4135,up
g53572,244321_at,0.895,11.583,12.942,1.395,61.785,4135,up
g33457,224184_s_at,0.895,12.025,13.437,1.414,61.785,4135,up
g44559,235309_at,0.895,25.242,28.207,1.149,61.785,4135,up
g6366,1562033_at,0.895,29.675,33.164,1.464,61.785,4135,up
g28667,219382_at,0.895,33.875,37.863,1.533,61.785,4135,up
g9677,1570168_at,0.895,15.042,16.814,1.565,61.785,4135,up
g33407,224132_at,0.895,29.783,33.294,1.339,61.785,4135,up
g14564,205116_at,0.895,19.1,21.352,1.352,61.785,4135,up
g30993,221712_s_at,0.895,23.9,26.719,1.45,61.785,4135,up
g6324,1561963_at,0.894,10.592,11.842,1.663,61.785,4135,up
g23536,214236_at,0.894,28.692,32.08,1.618,61.785,4135,up
g53240,243990_at,0.894,5.667,6.336,1.659,61.785,4135,up
g36717,227461_at,0.894,70.208,78.505,1.385,61.785,4135,up
g29115,219830_at,0.894,24.975,27.927,1.864,61.785,4135,up
g16609,207162_s_at,0.894,6.592,7.371,1.716,61.785,4135,up
g7765,1564821_at,0.894,39.408,44.07,1.759,61.785,4135,up
g12050,202601_s_at,0.894,9.425,10.54,2.118,61.785,4135,up
g40719,231464_at,0.894,21.917,24.511,1.654,61.785,4135,up
g54456,49679_s_at,0.894,29.55,33.052,1.257,61.785,4135,up
g50732,241482_at,0.894,10,11.186,1.951,61.785,4135,up
g54135,244884_at,0.894,12.025,13.453,1.688,61.785,4135,up
