geneid,probe,score,numerator,denominator,fold-change,qval,gds,type
g35554,226297_at,2.595,0.372,0.143,1.034,0.66,4358,up
g11460,202011_at,2.594,0.393,0.152,1.037,0.66,4358,up
g20512,211148_s_at,2.593,0.674,0.26,1.108,0.66,4358,up
g1664,1554565_x_at,2.593,0.297,0.115,1.038,0.66,4358,up
g28280,218995_s_at,2.592,0.565,0.218,1.072,0.66,4358,up
g29232,219947_at,2.592,0.243,0.094,1.048,0.66,4358,up
g23001,213700_s_at,2.591,0.314,0.121,1.038,0.66,4358,up
g22232,212927_at,2.591,0.39,0.15,1.051,0.66,4358,up
g21769,212463_at,2.59,0.562,0.217,1.061,0.66,4358,up
g13756,204308_s_at,2.59,0.339,0.131,1.037,0.66,4358,up
g24270,214974_x_at,2.588,0.447,0.173,1.087,0.66,4358,up
g21766,212460_at,2.587,0.48,0.186,1.062,0.66,4358,up
g37554,228299_at,2.587,0.478,0.185,1.058,0.66,4358,up
g36822,227567_at,2.586,0.365,0.141,1.041,0.66,4358,up
g32039,222759_at,2.586,0.377,0.146,1.05,0.66,4358,up
g53363,244112_x_at,2.586,0.512,0.198,1.075,0.66,4358,up
g51206,241956_at,2.584,0.623,0.241,1.089,0.66,4358,up
g40833,231578_at,2.584,0.38,0.147,1.084,0.66,4358,up
g47299,238049_at,2.582,0.56,0.217,1.079,0.66,4358,up
g37047,227792_at,2.582,0.602,0.233,1.081,0.66,4358,up
g14717,205269_at,2.581,0.543,0.211,1.107,0.66,4358,up
g35804,226547_at,2.581,0.448,0.174,1.046,0.66,4358,up
g1268,1554014_at,2.58,0.334,0.129,1.049,0.66,4358,up
g26764,217478_s_at,2.58,0.492,0.191,1.063,0.66,4358,up
g38290,229035_s_at,2.579,0.281,0.109,1.038,0.66,4358,up
g41030,231775_at,2.579,0.416,0.161,1.062,0.66,4358,up
g13228,203780_at,2.578,0.369,0.143,1.081,0.66,4358,up
g33457,224184_s_at,2.576,0.276,0.107,1.032,0.66,4358,up
g26879,217593_at,2.576,0.419,0.163,1.053,0.66,4358,up
g11336,201887_at,2.572,0.586,0.228,1.071,0.66,4358,up
g51799,242549_at,2.571,0.266,0.103,1.06,0.66,4358,up
g22804,213502_x_at,2.57,0.71,0.276,1.093,0.66,4358,up
g53165,243915_at,2.57,0.481,0.187,1.066,0.66,4358,up
g52843,243593_s_at,2.567,0.354,0.138,1.063,0.972,4358,up
g22099,212793_at,2.567,0.636,0.248,1.061,0.972,4358,up
g29831,220546_at,2.565,0.215,0.084,1.03,0.972,4358,up
g5277,1560296_at,2.565,0.324,0.126,1.037,0.972,4358,up
g27558,218272_at,2.564,0.283,0.11,1.033,0.972,4358,up
g21551,212244_at,2.564,0.354,0.138,1.039,0.972,4358,up
g33866,224606_at,2.564,0.7,0.273,1.082,0.972,4358,up
g2668,1555913_at,2.563,0.315,0.123,1.04,0.972,4358,up
g47966,238716_at,2.563,0.344,0.134,1.045,0.972,4358,up
g28419,219134_at,2.562,0.585,0.228,1.1,0.972,4358,up
g15116,205668_at,2.561,0.399,0.156,1.081,0.972,4358,up
g28496,219211_at,2.561,0.607,0.237,1.095,0.972,4358,up
g48044,238794_at,2.56,0.279,0.109,1.047,0.972,4358,up
g36508,227252_at,2.558,0.358,0.14,1.048,0.972,4358,up
g14438,204990_s_at,2.557,0.38,0.149,1.044,0.972,4358,up
g36070,226814_at,2.557,0.462,0.181,1.061,0.972,4358,up
g21053,211732_x_at,2.556,0.299,0.117,1.054,0.972,4358,up
g22068,212762_s_at,2.556,0.594,0.232,1.07,0.972,4358,up
g27534,218248_at,2.555,0.328,0.129,1.041,0.972,4358,up
g44930,235680_at,2.554,0.374,0.146,1.053,0.972,4358,up
g44944,235694_at,2.554,0.587,0.23,1.072,0.972,4358,up
g8842,1568763_s_at,2.553,0.393,0.154,1.046,0.972,4358,up
g26125,216834_at,2.552,1.248,0.489,1.171,0.972,4358,up
g32355,223075_s_at,2.551,0.658,0.258,1.062,0.972,4358,up
g10372,200923_at,2.55,0.697,0.274,1.075,0.972,4358,up
g28144,218859_s_at,2.55,0.358,0.14,1.039,0.972,4358,up
g19220,209813_x_at,2.549,0.456,0.179,1.059,0.972,4358,up
g27611,218325_s_at,2.549,0.293,0.115,1.034,0.972,4358,up
g45587,236337_at,2.548,0.209,0.082,1.041,0.972,4358,up
g52506,243256_at,2.548,0.428,0.168,1.051,0.972,4358,up
g34169,224910_at,2.547,0.387,0.152,1.044,0.972,4358,up
g10334,200885_at,2.547,0.588,0.231,1.068,0.972,4358,up
g42200,232946_s_at,2.546,0.369,0.145,1.05,0.972,4358,up
g11308,201859_at,2.545,0.71,0.279,1.072,0.972,4358,up
g52941,243691_at,2.545,0.466,0.183,1.062,0.972,4358,up
g52546,243296_at,2.545,0.667,0.262,1.08,0.972,4358,up
g27443,218157_x_at,2.544,0.344,0.135,1.04,0.972,4358,up
g37519,228264_at,2.544,0.335,0.132,1.052,0.972,4358,up
g42529,233276_at,2.543,0.466,0.183,1.065,0.972,4358,up
g14125,204677_at,2.543,0.517,0.203,1.08,0.972,4358,up
g35230,225973_at,2.543,0.441,0.174,1.058,0.972,4358,up
g10491,201042_at,2.542,0.558,0.219,1.066,0.972,4358,up
g23200,213900_at,2.542,0.333,0.131,1.04,0.972,4358,up
g37580,228325_at,2.542,0.427,0.168,1.07,0.972,4358,up
g48985,239735_at,2.541,0.639,0.252,1.082,0.972,4358,up
g19200,209791_at,2.541,0.407,0.16,1.04,0.972,4358,up
g39900,230645_at,2.54,0.442,0.174,1.06,0.972,4358,up
g31305,222024_s_at,2.54,0.46,0.181,1.051,0.972,4358,up
g38882,229627_at,2.54,0.17,0.067,1.034,0.972,4358,up
g7370,1563827_at,2.54,0.338,0.133,1.066,0.972,4358,up
g14449,205001_s_at,2.538,0.528,0.208,1.066,0.972,4358,up
g36800,227545_at,2.537,0.283,0.112,1.045,0.972,4358,up
g22160,212854_x_at,2.537,0.286,0.113,1.027,0.972,4358,up
g44260,235010_at,2.536,0.273,0.108,1.034,0.972,4358,up
g32732,223454_at,2.535,0.515,0.203,1.071,0.972,4358,up
g16910,207467_x_at,2.535,0.42,0.166,1.049,0.972,4358,up
g36269,227013_at,2.535,0.504,0.199,1.067,0.972,4358,up
g28446,219161_s_at,2.533,0.421,0.166,1.062,0.972,4358,up
g24205,214909_s_at,2.533,0.441,0.174,1.057,0.972,4358,up
g20638,211289_x_at,2.531,0.232,0.092,1.029,0.972,4358,up
g36717,227461_at,2.531,0.586,0.231,1.06,0.972,4358,up
g32956,223679_at,2.53,0.434,0.171,1.061,0.972,4358,up
g54671,AFFX-ThrX-5_at,2.53,0.691,0.273,1.052,0.972,4358,up
g26788,217502_at,2.529,0.507,0.2,1.062,0.972,4358,up
g44407,235157_at,2.529,0.389,0.154,1.065,0.972,4358,up
g11240,201791_s_at,2.528,0.451,0.178,1.056,0.972,4358,up
g16236,206789_s_at,2.528,0.264,0.104,1.03,0.972,4358,up
g33046,223769_x_at,2.528,0.229,0.091,1.029,0.972,4358,up
g22205,212899_at,2.527,0.478,0.189,1.049,0.972,4358,up
g21845,212539_at,2.527,0.348,0.138,1.037,0.972,4358,up
g45914,236664_at,2.526,0.223,0.088,1.027,0.972,4358,up
g16935,207492_at,2.526,0.379,0.15,1.051,0.972,4358,up
g51074,241824_at,2.525,0.425,0.168,1.066,0.972,4358,up
g31054,221773_at,2.524,0.608,0.241,1.094,0.972,4358,up
g54249,36711_at,2.523,0.947,0.375,1.122,0.972,4358,up
g36162,226906_s_at,2.523,0.282,0.112,1.054,0.972,4358,up
g20379,211012_s_at,2.523,0.291,0.116,1.039,0.972,4358,up
g51373,242123_at,2.523,0.214,0.085,1.03,0.972,4358,up
g54091,244840_x_at,2.523,0.477,0.189,1.059,0.972,4358,up
g27435,218149_s_at,2.522,0.42,0.166,1.049,0.972,4358,up
g21628,212322_at,2.522,0.325,0.129,1.038,0.972,4358,up
g13187,203739_at,2.522,0.424,0.168,1.074,0.972,4358,up
g16732,207286_at,2.521,0.164,0.065,1.039,0.972,4358,up
g25100,215806_x_at,2.52,0.453,0.18,1.059,0.972,4358,up
g52566,243316_x_at,2.52,0.152,0.06,1.036,0.972,4358,up
g32008,222728_s_at,2.52,0.447,0.177,1.048,0.972,4358,up
g12859,203411_s_at,2.519,0.46,0.183,1.055,0.972,4358,up
g12209,202760_s_at,2.519,0.446,0.177,1.054,0.972,4358,up
g13938,204490_s_at,2.516,0.467,0.186,1.067,0.972,4358,up
g10826,201377_at,2.515,0.37,0.147,1.043,0.972,4358,up
g18396,208981_at,2.513,0.507,0.202,1.063,0.972,4358,up
g53899,244648_at,2.513,0.323,0.129,1.044,0.972,4358,up
g52713,243463_s_at,2.512,0.341,0.136,1.055,0.972,4358,up
g41776,232521_at,2.51,0.4,0.16,1.056,0.972,4358,up
g35802,226545_at,2.51,0.508,0.203,1.08,0.972,4358,up
g18381,208965_s_at,2.509,0.766,0.305,1.097,0.972,4358,up
g3408,1557053_s_at,2.508,0.371,0.148,1.049,0.972,4358,up
g34054,224795_x_at,2.508,0.682,0.272,1.067,0.972,4358,up
g10308,200859_x_at,2.507,0.378,0.151,1.045,0.972,4358,up
g17282,207842_s_at,2.507,0.342,0.136,1.034,0.972,4358,up
g45312,236062_at,2.507,0.317,0.126,1.045,0.972,4358,up
g28186,218901_at,2.507,0.632,0.252,1.076,0.972,4358,up
g51332,242082_at,2.506,0.42,0.168,1.058,0.972,4358,up
g48942,239692_at,2.503,0.372,0.148,1.059,0.972,4358,up
g37253,227998_at,2.503,0.316,0.126,1.032,0.972,4358,up
g30936,221654_s_at,2.503,0.362,0.144,1.048,0.972,4358,up
g21873,212567_s_at,2.502,0.453,0.181,1.044,0.972,4358,up
g19661,210260_s_at,2.502,0.341,0.136,1.069,0.972,4358,up
g13606,204158_s_at,2.502,0.506,0.202,1.07,0.972,4358,up
g4082,1558167_a_at,2.502,0.405,0.162,1.052,0.972,4358,up
g24683,215388_s_at,2.501,0.529,0.211,1.085,0.972,4358,up
g1238,1553971_a_at,2.5,0.354,0.141,1.037,0.972,4358,up
g38605,229350_x_at,2.5,0.413,0.165,1.051,0.972,4358,up
g13684,204236_at,2.5,0.441,0.177,1.087,0.972,4358,up
g43546,234295_at,2.499,0.348,0.139,1.054,0.972,4358,up
g37756,228501_at,2.498,0.744,0.298,1.087,0.972,4358,up
g14228,204780_s_at,2.497,0.463,0.185,1.072,0.972,4358,up
g51655,242405_at,2.497,0.504,0.202,1.079,0.972,4358,up
g23206,213906_at,2.495,0.495,0.198,1.081,0.972,4358,up
g22699,213397_x_at,2.494,0.561,0.225,1.089,0.972,4358,up
g39854,230599_at,2.493,0.659,0.264,1.09,0.972,4358,up
g37612,228357_at,2.493,0.385,0.154,1.058,0.972,4358,up
g21041,211719_x_at,2.492,0.618,0.248,1.065,0.972,4358,up
g50597,241347_at,2.491,0.457,0.184,1.055,0.972,4358,up
g45187,235937_at,2.491,0.216,0.087,1.037,0.972,4358,up
g26850,217564_s_at,2.49,0.323,0.13,1.066,0.972,4358,up
g20657,211316_x_at,2.489,0.353,0.142,1.036,0.972,4358,up
g10109,200660_at,2.487,0.562,0.226,1.071,0.972,4358,up
g54540,60084_at,2.486,0.219,0.088,1.042,0.972,4358,up
g41631,232376_at,2.486,0.257,0.104,1.046,0.972,4358,up
g52904,243654_at,2.486,0.334,0.135,1.058,0.972,4358,up
g4379,1558738_at,2.485,0.409,0.165,1.059,0.972,4358,up
g45611,236361_at,2.484,0.564,0.227,1.061,0.972,4358,up
g31583,222303_at,2.484,0.398,0.16,1.054,0.972,4358,up
g24220,214924_s_at,2.483,0.347,0.14,1.041,0.972,4358,up
g1553,1554415_at,2.482,0.214,0.086,1.037,0.972,4358,up
g50009,240759_at,2.482,0.313,0.126,1.063,0.972,4358,up
g25192,215898_at,2.479,0.308,0.124,1.056,0.972,4358,up
g21690,212384_at,2.478,0.313,0.126,1.043,0.972,4358,up
g4224,1558466_at,2.476,0.246,0.099,1.054,0.972,4358,up
g19887,210495_x_at,2.476,0.555,0.224,1.058,0.972,4358,up
g54280,37462_i_at,2.475,0.241,0.097,1.032,0.972,4358,up
g13293,203845_at,2.475,0.445,0.18,1.045,0.972,4358,up
g21686,212380_at,2.475,0.399,0.161,1.045,0.972,4358,up
g43899,234649_at,2.474,0.281,0.114,1.043,0.972,4358,up
g35590,226333_at,2.474,0.464,0.188,1.071,0.972,4358,up
g53393,244142_at,2.473,0.749,0.303,1.098,0.972,4358,up
g48633,239383_at,2.469,0.249,0.101,1.041,0.972,4358,up
g22393,213089_at,2.469,0.715,0.29,1.077,0.972,4358,up
g24263,214967_at,2.468,0.453,0.183,1.074,0.972,4358,up
g31713,222433_at,2.466,0.381,0.154,1.043,0.972,4358,up
g27473,218187_s_at,2.465,0.434,0.176,1.057,0.972,4358,up
g28450,219165_at,2.464,0.523,0.212,1.069,0.972,4358,up
g12789,203341_at,2.463,0.336,0.136,1.04,0.972,4358,up
g10477,201028_s_at,2.463,0.647,0.263,1.073,0.972,4358,up
g48134,238884_at,2.46,0.303,0.123,1.039,0.972,4358,up
g14307,204859_s_at,2.46,0.272,0.111,1.05,0.972,4358,up
g31433,222152_at,2.46,0.329,0.134,1.046,0.972,4358,up
g16984,207542_s_at,2.46,0.584,0.237,1.067,0.972,4358,up
g35025,225767_at,2.459,0.574,0.234,1.082,0.972,4358,up
g42543,233290_at,2.458,0.362,0.147,1.054,0.972,4358,up
g46662,237412_at,2.457,0.197,0.08,1.028,0.972,4358,up
g13090,203642_s_at,2.457,0.431,0.175,1.069,0.972,4358,up
g21300,211992_at,2.456,0.366,0.149,1.032,0.972,4358,up
g37272,228017_s_at,2.456,0.464,0.189,1.054,0.972,4358,up
g15393,205945_at,2.454,0.52,0.212,1.072,0.972,4358,up
g34266,225007_at,2.452,0.258,0.105,1.029,0.972,4358,up
g33782,224520_s_at,2.452,0.21,0.086,1.039,0.972,4358,up
g18918,209504_s_at,2.452,0.494,0.201,1.041,0.972,4358,up
g9945,200003_s_at,2.452,0.45,0.184,1.037,0.972,4358,up
g26804,217518_at,2.451,0.313,0.128,1.053,0.972,4358,up
g32099,222819_at,2.451,0.291,0.119,1.038,0.972,4358,up
g36150,226894_at,2.451,0.441,0.18,1.068,0.972,4358,up
g34862,225604_s_at,2.449,0.462,0.189,1.065,0.972,4358,up
g17276,207836_s_at,2.448,0.353,0.144,1.063,1.32,4358,up
g54597,81811_at,2.448,0.299,0.122,1.037,1.32,4358,up
g23215,213915_at,2.447,0.311,0.127,1.059,1.32,4358,up
g40304,231049_at,2.447,0.352,0.144,1.066,1.32,4358,up
g5325,1560396_at,2.446,0.372,0.152,1.082,1.32,4358,up
g48879,239629_at,2.446,0.735,0.3,1.096,1.32,4358,up
g40277,231022_at,2.446,0.336,0.137,1.043,1.32,4358,up
g34080,224821_at,2.445,0.301,0.123,1.037,1.32,4358,up
g41283,232028_at,2.445,0.355,0.145,1.049,1.32,4358,up
g30933,221651_x_at,2.444,0.621,0.254,1.062,1.32,4358,up
g12687,203238_s_at,2.444,0.384,0.157,1.051,1.32,4358,up
g36972,227717_at,2.443,0.535,0.219,1.06,1.32,4358,up
g5177,1560116_a_at,2.442,0.394,0.161,1.052,1.32,4358,up
g37119,227864_s_at,2.441,0.37,0.152,1.053,1.32,4358,up
g5696,1561004_at,2.44,0.286,0.117,1.053,1.32,4358,up
g13911,204463_s_at,2.439,0.262,0.107,1.057,1.32,4358,up
g9271,1569519_at,2.439,0.341,0.14,1.057,1.32,4358,up
g15799,206352_s_at,2.439,0.283,0.116,1.034,1.32,4358,up
g28541,219256_s_at,2.438,0.44,0.18,1.066,1.32,4358,up
g35433,226176_s_at,2.437,0.381,0.157,1.052,1.32,4358,up
g13556,204108_at,2.436,0.311,0.128,1.043,1.32,4358,up
g45517,236267_at,2.435,0.437,0.179,1.059,1.32,4358,up
g39005,229750_at,2.434,0.271,0.111,1.034,1.32,4358,up
g19822,210423_s_at,2.434,0.512,0.21,1.073,1.32,4358,up
g6521,1562309_s_at,2.433,0.391,0.161,1.064,1.32,4358,up
g10673,201224_s_at,2.432,0.265,0.109,1.027,1.32,4358,up
g13017,203569_s_at,2.432,0.409,0.168,1.046,1.32,4358,up
g21516,212209_at,2.431,0.419,0.172,1.05,1.32,4358,up
g20439,211074_at,2.43,0.49,0.202,1.046,1.32,4358,up
g17013,207571_x_at,2.429,0.494,0.203,1.066,1.32,4358,up
g37896,228641_at,2.429,0.187,0.077,1.039,1.32,4358,up
g14616,205168_at,2.429,0.302,0.124,1.037,1.32,4358,up
g13889,204441_s_at,2.428,0.2,0.082,1.027,1.32,4358,up
g13152,203704_s_at,2.428,0.433,0.178,1.075,1.32,4358,up
g28292,219007_at,2.428,0.342,0.141,1.039,1.32,4358,up
g18143,208727_s_at,2.427,0.618,0.255,1.087,1.32,4358,up
g34415,225157_at,2.426,0.353,0.146,1.046,1.32,4358,up
g52553,243303_at,2.424,0.316,0.13,1.056,1.32,4358,up
g51978,242728_at,2.423,0.323,0.133,1.05,1.32,4358,up
g9048,1569129_s_at,2.423,0.456,0.188,1.061,1.32,4358,up
g20508,211144_x_at,2.422,0.398,0.164,1.051,1.32,4358,up
g10285,200836_s_at,2.421,0.42,0.174,1.042,1.32,4358,up
g42567,233314_at,2.421,0.326,0.135,1.059,1.32,4358,up
g48658,239408_at,2.42,0.249,0.103,1.034,1.32,4358,up
g18075,208657_s_at,2.42,0.444,0.183,1.053,1.32,4358,up
g50601,241351_at,2.42,0.241,0.1,1.031,1.32,4358,up
g54541,60471_at,2.419,0.29,0.12,1.041,1.32,4358,up
g31028,221747_at,2.419,0.426,0.176,1.049,1.32,4358,up
g24131,214835_s_at,2.419,0.418,0.173,1.055,1.32,4358,up
g30013,220728_at,2.418,0.365,0.151,1.058,1.32,4358,up
g41611,232356_at,2.418,0.447,0.185,1.076,1.32,4358,up
g22766,213464_at,2.416,0.359,0.148,1.041,1.32,4358,up
g33255,223980_s_at,2.416,0.418,0.173,1.054,1.32,4358,up
g34614,225356_at,2.415,0.444,0.184,1.049,1.32,4358,up
g37187,227932_at,2.415,0.366,0.151,1.047,1.32,4358,up
g48896,239646_at,2.414,0.439,0.182,1.072,1.32,4358,up
g27075,217789_at,2.414,0.393,0.163,1.041,1.32,4358,up
g26279,216988_s_at,2.414,0.425,0.176,1.038,1.32,4358,up
g11440,201991_s_at,2.413,0.366,0.151,1.032,1.32,4358,up
g21770,212464_s_at,2.411,0.622,0.258,1.069,1.32,4358,up
g38890,229635_at,2.411,0.668,0.277,1.102,1.32,4358,up
g12589,203140_at,2.41,0.583,0.242,1.058,1.32,4358,up
g30953,221671_x_at,2.41,0.619,0.257,1.062,1.32,4358,up
g10630,201181_at,2.41,0.356,0.148,1.054,1.32,4358,up
g22128,212822_at,2.409,0.307,0.127,1.035,1.32,4358,up
g11472,202023_at,2.409,0.635,0.264,1.076,1.32,4358,up
g10363,200914_x_at,2.408,0.348,0.144,1.032,1.32,4358,up
g21404,212097_at,2.408,0.392,0.163,1.053,1.32,4358,up
g15993,206546_at,2.408,0.202,0.084,1.046,1.32,4358,up
g16928,207485_x_at,2.407,0.331,0.137,1.049,1.32,4358,up
g15323,205875_s_at,2.406,0.241,0.1,1.028,1.32,4358,up
g35836,226579_at,2.406,0.347,0.144,1.038,1.32,4358,up
g39352,230097_at,2.406,0.327,0.136,1.044,1.32,4358,up
g36629,227373_at,2.406,0.387,0.161,1.045,1.32,4358,up
g18383,208967_s_at,2.406,0.233,0.097,1.026,1.32,4358,up
