probe,logFC,AveExpr,t,P.Value,adj.P.Val,B,gds,type
241776_at,-0.429272759166759,2.86895308327763,-2.79136830033319,0.00735222315004527,0.999896758040284,-3.32061821883869,GDS4523,lo
220408_x_at,0.254500090909367,7.56839627594668,2.79037002000454,0.00737188776796496,0.999896758040284,-3.32161955930178,GDS4523,up
1556931_at,0.259924026597068,5.18042191035019,2.78685764847349,0.00744146283220216,0.999896758040284,-3.32514104469748,GDS4523,up
215461_at,-0.412537984081656,5.60882464821027,-2.78508860403362,0.00747673414150919,0.999896758040284,-3.32691370338588,GDS4523,lo
217927_at,-0.166541114657215,10.568509538864,-2.78369189183124,0.00750469080836739,0.999896758040284,-3.32831280659532,GDS4523,lo
1554541_a_at,0.60577048357312,4.2272929521394,2.78350635907892,0.00750841169234157,0.999896758040284,-3.32849862622797,GDS4523,up
240354_at,-0.308693749804597,4.8800347554014,-2.78141248044114,0.00755052290492633,0.999896758040284,-3.33059524253407,GDS4523,lo
237169_at,-0.677163724721468,2.40167361648461,-2.78094803150722,0.00755989319322006,0.999896758040284,-3.33106017417245,GDS4523,lo
229377_at,0.80652728639297,3.87699788132097,2.78013201188224,0.00757638243664416,0.999896758040284,-3.33187693229417,GDS4523,up
220880_at,-0.996471215971414,3.57452035885597,-2.77995699334933,0.00757992334156696,0.999896758040284,-3.33205209102026,GDS4523,lo
205413_at,-0.240078000560665,7.55344045455401,-2.77983561412613,0.00758237993408836,0.999896758040284,-3.33217356369504,GDS4523,lo
1560089_at,0.258796236588326,6.8090806865511,2.77943723273471,0.00759044793318041,0.999896758040284,-3.33257223007292,GDS4523,up
205719_s_at,-0.296673239226048,6.26771337957559,-2.77897422352453,0.00759983472384085,0.999896758040284,-3.33303552863273,GDS4523,lo
220523_at,0.520820497737441,4.4372302638893,2.77804985808621,0.00761860683717666,0.999896758040284,-3.33396033705902,GDS4523,up
238205_at,-0.835361474761353,3.44135907245919,-2.77661870128901,0.00764775533064864,0.999896758040284,-3.33539182548874,GDS4523,lo
218786_at,0.198920908379245,7.84944034397338,2.77650303999097,0.00765011550183945,0.999896758040284,-3.33550749477981,GDS4523,up
1565804_at,0.277699432272209,6.3197423697092,2.77573288331969,0.00766584837198837,0.999896758040284,-3.33627763291948,GDS4523,up
212536_at,0.175868300711817,7.410765501929,2.77392733223868,0.0077028495069347,0.999896758040284,-3.33808265114764,GDS4523,up
205590_at,-0.234947445937171,8.79295615109847,-2.77391491295096,0.0077031045847231,0.999896758040284,-3.33809506439294,GDS4523,lo
212037_at,0.147788172258078,9.1645145955638,2.77329101297821,0.0077159287991715,0.999896758040284,-3.33871861899537,GDS4523,up
228813_at,0.173003911705791,8.29582094500217,2.77024582389989,0.00777880550353514,0.999896758040284,-3.34176094448051,GDS4523,up
238929_at,0.252323353091774,6.44248905423548,2.76834590372937,0.00781827384369518,0.999896758040284,-3.34365808645362,GDS4523,up
240958_at,0.459475990475326,5.34651424142736,2.76735503522398,0.0078389310175489,0.999896758040284,-3.34464720337326,GDS4523,up
219074_at,0.163704292833828,7.57301559510904,2.76695019634029,0.00784738538504002,0.999896758040284,-3.34505126686747,GDS4523,up
221911_at,-0.24294227740071,7.76126510529227,-2.76620304323355,0.00786301047808619,0.999896758040284,-3.34579689790149,GDS4523,lo
204187_at,0.483238296777755,6.63438065022847,2.76611250358972,0.00786490586641868,0.999896758040284,-3.34588724507638,GDS4523,up
219202_at,0.383926252492934,6.61550576014252,2.7652944882783,0.00788204958773348,0.999896758040284,-3.34670344278926,GDS4523,up
242062_at,0.376890193412542,5.29389375664852,2.76440000975116,0.00790083522994302,0.999896758040284,-3.34759577163185,GDS4523,up
1563160_at,-0.956408795226868,1.66422050835277,-2.76156486923704,0.00796065130375194,0.999896758040284,-3.35042297789257,GDS4523,lo
215190_at,0.224811711776234,5.89759096389674,2.7615551599025,0.00796085686752034,0.999896758040284,-3.35043265712568,GDS4523,up
1559920_a_at,-0.62884515438319,4.38381880949713,-2.75741299236893,0.00804900148640384,0.999896758040284,-3.35456015636825,GDS4523,lo
217970_s_at,0.206931666748787,7.47505742548424,2.7564899812807,0.00806876513848758,0.999896758040284,-3.35547940183853,GDS4523,up
206161_s_at,-0.267799130636916,7.51123930426412,-2.75583572251156,0.00808280129579396,0.999896758040284,-3.35613088158598,GDS4523,lo
237511_at,-0.830588207551779,4.08751305391707,-2.7546356497379,0.00810860558136352,0.999896758040284,-3.35732561995896,GDS4523,lo
