"x"
"1","37872"
"2","23322"
"3","19301"
"4","13727"
"5","13887"
"6","11756"
"7","48990"
"8","18455"
"9","26742"
"10","31259"
"11","11879"
"12","18598"
"13","18106"
"14","27227"
"15","13019"
"16","39660"
"17","27829"
"18","12271"
"19","19170"
"20","11719"
"21","13316"
"22","9038"
"23","22273"
"24","34673"
"25","19376"
"26","11050"
"27","32499"
"28","30316"
"29","19183"
"30","10353"
"31","23753"
"32","10609"
"33","23431"
"34","15779"
"35","13699"
"36","14268"
"37","25817"
"38","10354"
"39","22595"
"40","28271"
"41","24608"
"42","14254"
"43","13518"
"44","11718"
"45","19253"
"46","31753"
"47","22044"
"48","19179"
"49","11642"
"50","34092"
"51","31156"
"52","18228"
"53","23232"
"54","32280"
"55","36355"
"56","18397"
"57","45608"
"58","23101"
"59","40832"
"60","36436"
"61","31097"
"62","11895"
"63","48255"
"64","35731"
"65","15538"
"66","21116"
"67","13421"
"68","22355"
"69","12890"
"70","31907"
"71","18382"
"72","37514"
"73","36483"
"74","10764"
"75","2622"
"76","11582"
"77","29148"
"78","30803"
"79","21720"
"80","18553"
"81","11860"
"82","21220"
"83","20761"
"84","18544"
"85","3533"
"86","18555"
"87","18145"
"88","14545"
"89","23759"
"90","44893"
"91","2607"
"92","41211"
"93","994"
"94","15580"
"95","10435"
"96","24464"
"97","35757"
"98","23974"
"99","14931"
"100","26783"
"101","33783"
"102","37407"
"103","33961"
"104","12494"
"105","11827"
"106","34218"
"107","51484"
"108","28869"
"109","27025"
"110","15914"
"111","10336"
"112","32073"
"113","11535"
"114","51166"
"115","21294"
"116","35877"
"117","14995"
"118","19061"
"119","24416"
"120","52521"
"121","35463"
"122","54632"
"123","51316"
"124","24304"
"125","11806"
"126","45689"
"127","28494"
"128","18377"
"129","10365"
"130","5810"
"131","36351"
"132","53596"
"133","11885"
"134","12312"
"135","20855"
"136","39255"
"137","2418"
"138","36748"
"139","13302"
"140","36624"
"141","39688"
"142","18163"
"143","26211"
"144","21384"
"145","35187"
"146","27416"
"147","21919"
"148","22805"
"149","27106"
"150","12682"
"151","37493"
"152","38705"
"153","14354"
"154","8843"
"155","38449"
"156","33822"
"157","14297"
"158","35211"
"159","17856"
"160","25856"
"161","17442"
"162","40140"
"163","12956"
"164","18365"
"165","54309"
"166","14377"
"167","22151"
"168","14269"
"169","21592"
"170","35189"
"171","14195"
"172","54527"
"173","28790"
"174","20856"
"175","7552"
"176","33946"
"177","23503"
"178","37326"
"179","28804"
"180","34431"
"181","33922"
"182","11488"
"183","18901"
"184","11886"
"185","11515"
"186","1272"
"187","44671"
"188","13171"
"189","21800"
"190","24105"
"191","13916"
"192","39990"
"193","39072"
"194","54623"
"195","37415"
"196","13412"
"197","28637"
"198","12597"
"199","23359"
"200","11247"
"201","21743"
"202","53288"
"203","18800"
"204","48011"
"205","19826"
"206","21254"
"207","53038"
"208","15820"
"209","28174"
"210","21510"
"211","19905"
"212","45106"
"213","33126"
"214","31230"
"215","35258"
"216","54651"
"217","41630"
"218","53843"
"219","52664"
"220","49229"
"221","11193"
"222","44812"
"223","15995"
"224","35687"
"225","37431"
"226","34317"
"227","51875"
"228","12382"
"229","33706"
"230","24046"
"231","27016"
"232","35859"
"233","12398"
"234","27773"
"235","23629"
"236","47697"
"237","16379"
"238","13214"
"239","36330"
"240","12772"
"241","37062"
"242","54624"
"243","36385"
"244","24149"
"245","18462"
"246","54625"
"247","34568"
"248","39147"
"249","41116"
"250","5603"
"251","17253"
"252","17721"
"253","25561"
"254","24036"
"255","35950"
"256","1745"
"257","34429"
"258","27971"
"259","18831"
"260","12353"
