"x"
"1","15074"
"2","15073"
"3","50922"
"4","330"
"5","22627"
"6","29315"
"7","22522"
"8","1164"
"9","41530"
"10","30174"
"11","3486"
"12","29644"
"13","20060"
"14","43275"
"15","44841"
"16","25600"
"17","33910"
"18","41282"
"19","17551"
"20","23853"
"21","28173"
"22","1714"
"23","10090"
"24","32827"
"25","1615"
"26","51622"
"27","52806"
"28","27909"
"29","37079"
"30","42256"
"31","32054"
"32","48112"
"33","45955"
"34","16024"
"35","15562"
"36","13786"
"37","17522"
"38","30977"
"39","31286"
"40","52075"
"41","33847"
"42","25511"
"43","38629"
"44","38284"
"45","37364"
"46","19679"
"47","11270"
"48","40178"
"49","23224"
"50","38106"
"51","2364"
"52","38050"
"53","45185"
"54","28151"
"55","21129"
"56","45558"
"57","15802"
"58","20923"
"59","20168"
"60","19026"
"61","28650"
"62","36271"
"63","5491"
"64","45627"
"65","15080"
"66","4906"
"67","17218"
"68","1165"
"69","4908"
"70","30709"
"71","15347"
"72","16969"
"73","10686"
"74","42389"
"75","30766"
"76","22435"
"77","28153"
"78","24107"
"79","38335"
"80","33700"
"81","31912"
"82","24502"
"83","33012"
"84","10087"
"85","22018"
"86","36163"
"87","13394"
"88","15298"
"89","17402"
"90","41421"
"91","37085"
"92","15803"
"93","13973"
"94","34058"
"95","30366"
"96","18614"
"97","14171"
"98","44752"
"99","33909"
"100","14479"
"101","1371"
"102","20514"
"103","16589"
"104","32106"
"105","29579"
"106","35216"
"107","15492"
"108","22035"
"109","3667"
"110","16944"
"111","38511"
"112","34041"
"113","22617"
"114","35837"
"115","35058"
"116","3487"
"117","38610"
"118","2062"
"119","45601"
"120","53421"
"121","47913"
"122","1695"
"123","18572"
"124","38792"
"125","27095"
"126","53835"
"127","10758"
"128","22163"
"129","33846"
"130","12711"
"131","10088"
"132","11881"
"133","22989"
"134","41235"
"135","51248"
"136","19923"
"137","30594"
"138","30755"
"139","35544"
"140","37950"
"141","50649"
"142","4198"
"143","43175"
"144","54598"
"145","12838"
"146","23092"
"147","39372"
"148","24675"
"149","13787"
"150","18273"
"151","42487"
"152","34167"
"153","18249"
"154","18288"
"155","33835"
"156","32453"
"157","12322"
"158","12824"
"159","18325"
"160","47667"
"161","22847"
"162","476"
"163","29616"
"164","32174"
"165","40020"
"166","12272"
"167","31870"
"168","15656"
"169","15831"
"170","34517"
"171","13215"
"172","23560"
"173","11876"
"174","24837"
"175","38716"
"176","32176"
"177","32985"
"178","15039"
"179","39073"
"180","27216"
"181","19715"
"182","22798"
"183","1638"
"184","41190"
"185","22265"
"186","10961"
"187","38338"
"188","10790"
"189","35303"
"190","1635"
"191","16571"
"192","28860"
"193","12815"
"194","20716"
"195","14123"
"196","32290"
"197","17844"
"198","18197"
